"quadrat_id","species_ids"
"CBN-PdlC-E3-20130723","[1361077, 1361141, 1361233, 1361281, 1361284, 1361347, 1361382, 1362023, 1390786, 1390793, 1390802, 1390815, 1390820, 1390837, 1390866, 1390874, 1392299, 1394663, 1651233, 1654153]"
"CBN-PdlC-E2-20130723","[1360140, 1361801, 1388766, 1389627, 1390802, 1391120, 1391331, 1391881, 1394595, 1394911, 1395807, 1395868, 1396733, 1396974, 1397043, 1397231, 1397528, 1400188, 1418688, 1737507]"
"CBN-PdlC-E5-20130723","[1356355, 1356422, 1361077, 1361367, 1361373, 1361382, 1363991, 1388766, 1390782, 1390793, 1390866, 1390899, 1391476, 1391797, 1392747, 1393200, 1394577, 1396261, 1396733, 1400188]"
"CBN-PdlC-E6-20130723","[1356422, 1359988, 1360140, 1388766, 1389627, 1391120, 1392541, 1393449, 1393947, 1394597, 1394911, 1395807, 1396733, 1396971, 1396974, 1397547, 1400188, 1418688, 1737507, 1741880]"
"CBN-PdlC-E1-20130723","[1360140, 1388766, 1389627, 1390793, 1390883, 1391120, 1391480, 1393449, 1394840, 1394911, 1395807, 1396144, 1396169, 1396253, 1396733, 1397528, 1397547, 1398222, 1418688, 1707089]"
"CBN-PdlC-F1-20130723","[1360140, 1360269, 1388766, 1389627, 1391797, 1392541, 1392685, 1394911, 1395807, 1395868, 1395870, 1396169, 1396733, 1396970, 1396971, 1396974, 1397042, 1418688, 1738749, 1741880]"
"CBN-PdlC-F2-20130723","[1356764, 1359988, 1364066, 1391797, 1391881, 1393214, 1395807, 1395868, 1395870, 1396060, 1396253, 1396733, 1396970, 1396971, 1397471, 1397528, 1397547, 1418688, 1737507, 1737701]"
"CBN-PdlC-F3-20130723","[1356422, 1361281, 1361284, 1361347, 1362023, 1363056, 1364068, 1388766, 1390793, 1390802, 1390837, 1390874, 1392323, 1393947, 1395807, 1396733, 1396858, 1396974, 1400188, 1651233]"
"CBN-PdlC-F4-20130723","[1356422, 1360748, 1360872, 1360874, 1361055, 1361233, 1361382, 1363992, 1384658, 1388766, 1390782, 1392608, 1393200, 1393224, 1396261, 1396332, 1396733, 1397123, 1397500, 1654153]"
"CBN-PdlC-F5-20130723","[1359511, 1361077, 1362331, 1363740, 1363741, 1364068, 1390793, 1390802, 1390815, 1390837, 1390866, 1390899, 1390927, 1393306, 1394593, 1396733, 1397106, 1397299, 1420364, 1741564]"
"CBN-PdlC-F6-20130723","[1361057, 1361077, 1361233, 1361382, 1363282, 1390761, 1390782, 1390793, 1390820, 1390837, 1390866, 1390880, 1390899, 1390904, 1390910, 1390927, 1396974, 1398222, 1654153, 1722440]"
