"quadrat_id","species_ids"
"CBN-PdlC-E3-20130723","[1396253]"
"CBN-PdlC-E2-20130723","[1395807, 1396253, 1412857]"
"CBN-PdlC-E5-20130723","[1391798, 1393200, 1395807]"
"CBN-PdlC-E6-20130723","[1359511, 1395807]"
"CBN-PdlC-E1-20130723","[1390793, 1396253, 1412857]"
"CBN-PdlC-F1-20130723","[1395807]"
"CBN-PdlC-F2-20130723","[1362273, 1395807, 1396253]"
"CBN-PdlC-F3-20130723","[1392612, 1395807, 1397528]"
"CBN-PdlC-F4-20130723","[1392608, 1393200, 1395807, 1396253, 1397500]"
"CBN-PdlC-F5-20130723","[1359511, 1390793, 1392608, 1396733]"
"CBN-PdlC-F6-20130723","[1395807, 1396843]"
"CBN-Pla-B1-20130724","[1743359]"
"CBN-Pla-B5-20130724","[1390837]"
"CBN-Pla-B6-20130724","[1396144]"
"CBN-Pla-B2-20130724","[1361092]"
"CBN-Pla-B4-20130724","[1361347]"
"CBN-Pla-B3-20130724","[1395935]"
"CBN-Pla-A6-20130724","[1356402]"
"CBN-Pla-A5-20130724","[1393320]"
"CBN-Pla-A4-20130724","[1741880]"
"CBN-Pla-A2-20130724","[1393312]"
"CBN-Pla-A3-20130724","[1418612]"
"CBN-PdlC-B2-20130807","[1360299, 1392608, 1395807]"
"CBN-PdlC-B6-20130807","[1393679, 1395807, 1400101]"
"CBN-PdlC-B5-20130807","[1361801, 1395807, 1397475]"
"CBN-PdlC-B3-20130807","[1395807, 1397500]"
"CBN-PdlC-D3-20130807","[1356278, 1395807, 1647128]"
"CBN-PdlC-D2-20130807","[1394643, 1395807, 1396253]"
"CBN-PdlC-E5-20130807","[1359511, 1392608, 1395807]"
"CBN-PdlC-F1-20130807","[1395807]"
"CBN-PdlC-E6-20130807","[1395807]"
"CBN-PdlC-F2-20130807","[1395807, 1396253, 1412857]"
"CBN-PdlC-E3-20130807","[1359511, 1395807]"
"CBN-PdlC-F3-20130807","[1392612, 1395807, 1396253]"
"CBN-PdlC-F4-20130807","[1392608, 1395807, 1397500]"
"CBN-PdlC-F6-20130807","[1395807, 1396843]"
