"quadrat_id","species_ids"
"CBN-PdlC-E3-20130723","[1359973, 1388766, 1393947, 1395807, 1396253]"
"CBN-PdlC-E2-20130723","[1395807, 1396015, 1396253, 1397528, 1412857]"
"CBN-PdlC-E5-20130723","[1359511, 1363016, 1390793, 1390837, 1391798, 1392608, 1393200, 1393228, 1394502, 1395807, 1609716]"
"CBN-PdlC-E6-20130723","[1359511, 1360312, 1390837, 1392535, 1392608, 1395807, 1395870, 1396253, 1397528]"
"CBN-PdlC-E1-20130723","[1390793, 1393947, 1395807, 1396253, 1397528, 1412857]"
"CBN-PdlC-F1-20130723","[1362331, 1394603, 1394911, 1395807, 1412857, 1741880]"
"CBN-PdlC-F2-20130723","[1362273, 1390837, 1392608, 1394595, 1394911, 1395807, 1395870, 1396253, 1397528]"
"CBN-PdlC-F3-20130723","[1356082, 1390837, 1392612, 1395807, 1396253, 1397500, 1397528, 1654153]"
"CBN-PdlC-F4-20130723","[1358746, 1359511, 1361347, 1392608, 1392612, 1393200, 1395807, 1396253, 1396733, 1397500, 1654153]"
"CBN-PdlC-F5-20130723","[1359511, 1361077, 1388766, 1390793, 1390837, 1392608, 1396253, 1396733]"
"CBN-PdlC-F6-20130723","[1359511, 1390793, 1395807, 1396843, 1396869]"
"CBN-Pla-B1-20130724","[1738749, 1743359]"
"CBN-Pla-B5-20130724","[1363016, 1390837, 1418612]"
"CBN-Pla-B6-20130724","[1390904, 1396144]"
"CBN-Pla-B2-20130724","[1361092]"
"CBN-Pla-B4-20130724","[1361347]"
"CBN-Pla-B3-20130724","[1395935]"
"CBN-Pla-A6-20130724","[1356402, 1361792]"
"CBN-Pla-A5-20130724","[1393320, 1395807, 1395870]"
"CBN-Pla-A4-20130724","[1390837, 1741880]"
"CBN-Pla-A2-20130724","[1390837, 1393312, 1396015, 1397549, 1398222]"
"CBN-Pla-A3-20130724","[1393253, 1396733, 1418612]"
"CBN-PdlC-B2-20130807","[1360299, 1392608, 1392612, 1395807, 1741880]"
"CBN-PdlC-B6-20130807","[1361801, 1393679, 1395190, 1395807, 1395870, 1397475, 1400101]"
"CBN-PdlC-B5-20130807","[1360269, 1361801, 1395190, 1395807, 1397475, 1400101]"
"CBN-PdlC-B3-20130807","[1395807, 1397500, 1397535]"
"CBN-PdlC-D3-20130807","[1356278, 1390837, 1395807, 1412857, 1413349, 1647128]"
"CBN-PdlC-D2-20130807","[1359511, 1388915, 1393619, 1394643, 1395807, 1396253, 1412857]"
"CBN-PdlC-E5-20130807","[1359511, 1360874, 1392608, 1395807, 1396253, 1397500, 1412585]"
"CBN-PdlC-F1-20130807","[1392535, 1395807, 1397043, 1741880]"
"CBN-PdlC-E6-20130807","[1359511, 1392608, 1394828, 1395807, 1396253, 1396843, 1412585]"
"CBN-PdlC-F2-20130807","[1393245, 1395807, 1396253, 1412857]"
"CBN-PdlC-E3-20130807","[1359511, 1395807, 1395870, 1395993, 1396253, 1397432]"
"CBN-PdlC-F3-20130807","[1361703, 1362729, 1392608, 1392612, 1395807, 1395949, 1396253, 1397528]"
"CBN-PdlC-F4-20130807","[1360874, 1392608, 1395807, 1396843, 1397500, 1412585]"
"CBN-PdlC-F6-20130807","[1359511, 1390793, 1395807, 1396253, 1396843, 1412585]"
"CBN-PdlC-C1-20130807","[1360874, 1362729, 1364066, 1393708, 1395807, 1397500, 1414270]"
"CBN-PdlC-E4-20130807","[1392608, 1393253, 1393646, 1395085, 1395807, 1396253, 1396416]"
"CBN-PdlC-E2-20130807","[1395807]"
"CBN-PdlC-C5-20130807","[1364067, 1395807, 1395870, 1397042]"
"CBN-PdlC-C4-20130807","[1364066, 1392612, 1395807, 1737693]"
"CBN-PdlC-C3-20130807","[1360748, 1361347, 1364066, 1393708, 1395807, 1395870]"
