"quadrat_id","species_ids"
"CBN-PdlC-E3-20130723","[1361373, 1388766, 1392685, 1393725, 1394663, 1395807, 1396253, 1737507]"
"CBN-PdlC-E2-20130723","[1361347, 1388766, 1389543, 1390793, 1390904, 1391120, 1393228, 1394502, 1394598, 1394911, 1395807, 1395949, 1396253, 1397468, 1397528, 1397547, 1398222, 1412857, 1482204, 1737701]"
"CBN-PdlC-E5-20130723","[1358547, 1360299, 1360300, 1360874, 1388766, 1390793, 1390904, 1392535, 1392608, 1392614, 1393200, 1393228, 1394366, 1395807, 1400188, 1412857]"
"CBN-PdlC-E6-20130723","[1358547, 1360299, 1360874, 1361801, 1388766, 1390532, 1390793, 1390866, 1390904, 1392535, 1392541, 1392608, 1394598, 1395807, 1395870, 1396733, 1397535, 1398589, 1400188, 1654153, 1741880]"
"CBN-PdlC-E1-20130723","[1356882, 1357330, 1360140, 1388766, 1390793, 1390904, 1391074, 1392299, 1393584, 1394366, 1394502, 1394598, 1394603, 1394911, 1395807, 1396145, 1398222, 1418211, 1497667, 1528543, 1737651]"
"CBN-PdlC-F1-20130723","[1359511, 1362273, 1388766, 1389627, 1391308, 1392552, 1394595, 1394600, 1394603, 1394910, 1394911, 1395807, 1395868, 1397450, 1397547, 1549192]"
"CBN-PdlC-F2-20130723","[1358496, 1362273, 1388766, 1389627, 1390837, 1390927, 1391619, 1392534, 1392535, 1392608, 1393228, 1394502, 1394911, 1395807, 1395870, 1396253, 1396733, 1397546, 1418688, 1529289]"
"CBN-PdlC-F3-20130723","[1360874, 1361281, 1361347, 1363741, 1388766, 1391797, 1392608, 1393200, 1395807, 1396094, 1396261, 1396733, 1413421, 1609716]"
"CBN-PdlC-F4-20130723","[1356278, 1357950, 1359511, 1360299, 1360748, 1361050, 1361281, 1361592, 1363016, 1392608, 1393200, 1393224, 1396253, 1396733, 1397123, 1397471, 1397500, 1403109, 1413421, 1720968, 1721729]"
"CBN-PdlC-F5-20130723","[1359511, 1361626, 1363741, 1390793, 1390846, 1390904, 1392137, 1392608, 1396030, 1396253, 1420364]"
"CBN-PdlC-F6-20130723","[1356422, 1359511, 1361077, 1362729, 1388766, 1390761, 1390793, 1390837, 1390880, 1394542, 1397535]"
"CBN-Pla-B1-20130724","[1361708, 1390793, 1390866, 1393320, 1393359, 1394866, 1395868, 1395949, 1396839, 1398644]"
"CBN-Pla-B5-20130724","[1356337, 1356359, 1390766, 1390793, 1390802, 1390811, 1390866, 1391151, 1391412, 1393317, 1396839, 1609716, 1722440, 1744504]"
"CBN-Pla-B6-20130724","[1356359, 1361141, 1390756, 1390793, 1390802, 1390837, 1394366, 1395085, 1395868, 1395949, 1396169, 1609716, 1666930]"
"CBN-Pla-B2-20130724","[1356401, 1390793, 1390802, 1390837, 1390904, 1394366, 1395949, 1396839, 1398222, 1531145]"
"CBN-Pla-B4-20130724","[1390779, 1390793, 1390802, 1396839, 1722440]"
"CBN-Pla-B3-20130724","[1360957, 1361281, 1390793, 1390904, 1395949, 1396839, 1397565, 1398222, 1651363, 1743235]"
"CBN-Pla-A6-20130724","[1356402, 1360140, 1361077, 1390776, 1390793, 1390899, 1394366, 1395807, 1395868, 1395870, 1395949, 1396094, 1396733, 1396839, 1666930]"
"CBN-Pla-A5-20130724","[1363741, 1364179, 1390495, 1390793, 1390802, 1390904, 1391412, 1394530, 1395862, 1395868, 1399771, 1412857, 1609716, 1666930, 1701831, 1737701]"
"CBN-Pla-A4-20130724","[1361281, 1390793, 1390837, 1391207, 1391412, 1394366, 1394530, 1395807, 1395862, 1396839, 1609716, 1737656]"
"CBN-Pla-A2-20130724","[1356402, 1390776, 1390793, 1390837, 1390904, 1396015, 1396839, 1398222, 1609716, 1737684]"
