"quadrat_id","species_ids"
"CBN-PdlC-E3-20130723","[1356427, 1358003, 1360140, 1361050, 1361233, 1361281, 1361284, 1361373, 1363741, 1388766, 1390802, 1390870, 1390894, 1390927, 1391120, 1391666, 1392541, 1392685, 1393725, 1394065, 1394289, 1394598, 1394663, 1394911, 1395807, 1396253, 1396733, 1400188, 1482204, 1654153, 1737507]"
"CBN-PdlC-E2-20130723","[1356422, 1356882, 1358496, 1360140, 1361077, 1361080, 1361123, 1361141, 1361281, 1361347, 1362729, 1388766, 1389543, 1390793, 1390837, 1390846, 1390904, 1390927, 1391120, 1391159, 1391161, 1391331, 1392299, 1393228, 1393619, 1394502, 1394598, 1394910, 1394911, 1395807, 1395868, 1395949, 1396094, 1396253, 1396733, 1396974, 1397450, 1397468, 1397513, 1397528, 1397547, 1398222, 1400188, 1412857, 1418688, 1482204, 1529289, 1737699, 1737701, 1738749]"
"CBN-PdlC-E5-20130723","[1358547, 1358746, 1359981, 1360299, 1360300, 1360307, 1360874, 1361077, 1361658, 1363741, 1388766, 1390793, 1390837, 1390880, 1390904, 1391120, 1392535, 1392608, 1392611, 1392614, 1392657, 1393200, 1393228, 1394366, 1394502, 1395807, 1395867, 1396733, 1398222, 1400188, 1412857, 1737647]"
"CBN-PdlC-E6-20130723","[1356405, 1358547, 1360140, 1360299, 1360874, 1361057, 1361070, 1361077, 1361801, 1363616, 1363741, 1388766, 1390532, 1390793, 1390837, 1390866, 1390899, 1390904, 1391120, 1391363, 1391619, 1392535, 1392541, 1392552, 1392608, 1392611, 1393708, 1394598, 1395715, 1395807, 1395870, 1396733, 1396843, 1397535, 1398589, 1400188, 1654153, 1741880]"
"CBN-PdlC-E1-20130723","[1356835, 1356882, 1357330, 1359988, 1360140, 1361347, 1361635, 1361656, 1363741, 1388766, 1390793, 1390866, 1390904, 1391074, 1391094, 1391427, 1392299, 1392535, 1392685, 1393228, 1393584, 1393948, 1394289, 1394366, 1394502, 1394598, 1394603, 1394725, 1394911, 1395718, 1395807, 1395870, 1396145, 1397043, 1398222, 1418211, 1497667, 1528543, 1590997, 1722703, 1737651, 1741833, 1741880]"
"CBN-PdlC-F1-20130723","[1357330, 1359511, 1360142, 1362273, 1363741, 1388766, 1389627, 1391308, 1392535, 1392541, 1392552, 1393214, 1393857, 1394595, 1394598, 1394600, 1394603, 1394898, 1394910, 1394911, 1395807, 1395868, 1395949, 1397450, 1397547, 1400188, 1412857, 1549192, 1737507]"
"CBN-PdlC-F2-20130723","[1358496, 1359980, 1359988, 1360140, 1360142, 1361077, 1361801, 1362273, 1374114, 1388766, 1389244, 1389627, 1390837, 1390899, 1390927, 1391092, 1391619, 1392352, 1392534, 1392535, 1392608, 1392685, 1393228, 1393449, 1393708, 1394366, 1394421, 1394502, 1394595, 1394910, 1394911, 1395807, 1395870, 1395949, 1396253, 1396733, 1397528, 1397546, 1397549, 1412857, 1418688, 1482204, 1529289, 1609716, 1707089, 1737461, 1737507]"
"CBN-PdlC-F3-20130723","[1356082, 1356359, 1356709, 1359649, 1360874, 1361074, 1361281, 1361347, 1361367, 1361585, 1361801, 1362361, 1363741, 1388766, 1391294, 1391412, 1391666, 1391797, 1392299, 1392608, 1393200, 1393449, 1395606, 1395807, 1395862, 1396094, 1396261, 1396733, 1397123, 1397332, 1397450, 1413421, 1609716, 1738847]"
"CBN-PdlC-F4-20130723","[1356278, 1357950, 1359511, 1360299, 1360748, 1361050, 1361281, 1361347, 1361382, 1361592, 1363016, 1363455, 1363738, 1390793, 1392608, 1393200, 1393224, 1393665, 1396253, 1396261, 1396332, 1396733, 1397108, 1397123, 1397332, 1397471, 1397500, 1400132, 1403109, 1413421, 1654153, 1720968, 1721729]"
"CBN-PdlC-F5-20130723","[1359511, 1360299, 1361057, 1361077, 1361373, 1361626, 1363738, 1363741, 1364068, 1390793, 1390846, 1390880, 1390899, 1390904, 1392137, 1392608, 1392611, 1394840, 1394847, 1396030, 1396253, 1396733, 1397466, 1397565, 1402995, 1420364]"
"CBN-PdlC-F6-20130723","[1356422, 1359511, 1361077, 1361233, 1361373, 1361382, 1362729, 1363282, 1388766, 1390761, 1390793, 1390837, 1390880, 1391120, 1392299, 1392541, 1394542, 1396094, 1397535, 1399507, 1654153, 1722440, 1741880, 1744194]"
"CBN-Pla-B1-20130724","[1356355, 1356359, 1360141, 1360981, 1361382, 1361708, 1390793, 1390802, 1390866, 1390904, 1392761, 1393320, 1393359, 1394530, 1394866, 1394898, 1395081, 1395807, 1395868, 1395949, 1396839, 1397231, 1398222, 1398644, 1684017, 1737422, 1742180]"
"CBN-Pla-B5-20130724","[1356337, 1356359, 1356402, 1361141, 1361382, 1390766, 1390793, 1390801, 1390802, 1390811, 1390837, 1390866, 1390872, 1390878, 1390899, 1390904, 1391151, 1391412, 1393317, 1393318, 1395993, 1396094, 1396839, 1397549, 1398222, 1400110, 1418612, 1609716, 1651363, 1654153, 1666930, 1722440, 1737699, 1744504]"
"CBN-Pla-B6-20130724","[1356355, 1356359, 1356402, 1359937, 1361141, 1361169, 1361338, 1361382, 1361602, 1390756, 1390793, 1390802, 1390837, 1390866, 1390878, 1394366, 1394530, 1394671, 1395085, 1395868, 1395949, 1396015, 1396016, 1396169, 1396733, 1397231, 1397422, 1399688, 1609716, 1654153, 1666930, 1701506, 1737701]"
"CBN-Pla-B2-20130724","[1356401, 1356402, 1361092, 1363087, 1366028, 1389627, 1390793, 1390802, 1390837, 1390866, 1390878, 1390899, 1390904, 1391207, 1391412, 1392761, 1394366, 1394997, 1395949, 1395990, 1396018, 1396030, 1396094, 1396733, 1396839, 1398222, 1531145, 1609716, 1664563, 1737720]"
"CBN-Pla-B4-20130724","[1356402, 1361141, 1361281, 1390760, 1390779, 1390793, 1390802, 1390837, 1390899, 1390904, 1391207, 1391412, 1396839, 1398222, 1651363, 1721729, 1722440, 1737684, 1741880, 1743235]"
"CBN-Pla-B3-20130724","[1356355, 1356359, 1360957, 1361281, 1361372, 1390793, 1390802, 1390904, 1391480, 1391797, 1394798, 1395949, 1396045, 1396839, 1397565, 1398222, 1609716, 1651363, 1664563, 1722435, 1737656, 1738847, 1743235, 1744603]"
"CBN-Pla-A6-20130724","[1356355, 1356402, 1360140, 1361077, 1364179, 1389627, 1390776, 1390793, 1390866, 1390899, 1390904, 1392761, 1394366, 1394530, 1395807, 1395868, 1395870, 1395949, 1396015, 1396094, 1396733, 1396839, 1397231, 1397528, 1398222, 1531145, 1666930, 1737701]"
